StudyID,SampleID,ESID,Authors,PubYear,r,n,Corrz,Varz,SEz,Gender,Raceethnic,Continent,Grade,Lowability,Teachers,Childanx,Adoladultanx,MvSanx,Anxcomp,Achmeas,Mathcont,Pub
1143,176,401,Ganley & McGraw,2016,-0.130,281,-0.130739850,0.003597122,0.059976014,-999,2,1,1,2,2,3,-999,1,1.00,3,-999,0
1143,176,402,Ganley & McGraw,2016,-0.200,281,-0.202732554,0.003597122,0.059976014,-999,2,1,1,2,2,3,-999,1,1.00,3,-999,0
1146,177,403,Jameson,2013,-0.190,438,-0.192337169,0.002298851,0.047946330,-999,1,1,2,2,2,6,-999,1,-999.00,2,3,0
1149,178,404,Imbo & Vandierendonck,2007,-0.190,63,-0.192337169,0.016666667,0.129099445,-999,-999,3,2,2,2,-999,10,1,-999.00,2,3,0
1158,179,405,Harding,2015,-0.230,58,-0.238417017,0.018181818,0.134839972,-999,1,1,5,2,2,-999,1,1,-999.00,2,8,1
1158,179,406,Harding,2015,-0.310,58,-0.318334288,0.018181818,0.134839972,-999,1,1,5,2,2,-999,1,1,-999.00,2,8,1
1158,179,407,Harding,2015,-0.180,57,-0.183016366,0.018518519,0.136082763,-999,1,1,5,2,2,-999,1,1,-999.00,2,8,1
1158,179,408,Harding,2015,-0.300,57,-0.309519604,0.018518519,0.136082763,-999,1,1,5,2,2,-999,1,1,-999.00,2,8,1
1158,180,409,Harding,2015,-0.340,55,-0.354092529,0.019230769,0.138675049,-999,1,1,5,2,2,-999,1,1,-999.00,2,8,1
1161,181,410,Fannin-Carroll,2014,0.010,185,0.005000042,0.005494505,0.074124932,-999,2,1,5,2,2,-999,1,1,6.00,4,-999,1
1165,182,411,Hanna & Dempster,2009,-0.540,52,-0.601336629,0.020408163,0.142857143,-999,-999,3,5,2,2,-999,-999,2,-999.00,5,8,0
1165,182,412,Hanna & Dempster,2009,-0.410,52,-0.439222781,0.020408163,0.142857143,-999,-999,3,5,2,2,-999,-999,2,-999.00,5,8,0
1165,182,413,Hanna & Dempster,2009,-0.530,52,-0.583217443,0.020408163,0.142857143,-999,-999,3,5,2,2,-999,-999,2,4.00,5,8,0
1167,183,414,Kimber,2009,-0.230,304,-0.237359351,0.003322259,0.057639042,-999,1,1,5,2,1,-999,1,1,6.00,3,-999,1
1167,184,415,Kimber,2009,-0.300,29,-0.312819583,0.038461538,0.196116135,-999,1,1,5,2,2,-999,1,1,6.00,3,-999,1
1168,185,416,Schoeck,1994,0.040,80,0.040021354,0.012987013,0.113960576,-999,-999,1,4,2,2,-999,4,1,-999.00,3,3,1
1190,186,417,Scott,2014,0.050,50,0.053049709,0.021276596,0.145864991,-999,2,1,3,2,2,-999,8,1,3.00,3,7,1
1190,186,418,Scott,2014,-0.030,50,-0.031009936,0.021276596,0.145864991,-999,2,1,3,2,2,-999,8,1,3.00,3,7,1
1191,187,419,Zakaria & Nordin,2007,-0.320,88,-0.331647109,0.011764706,0.108465229,-999,-999,4,5,2,2,-999,3,1,-999.00,3,-999,0
1233,188,420,"Jansen, Louwerse, Straatemeier, Van der Ven, Klinkenberg, & Van der Maas",2013,-0.180,56,-0.183016366,0.018867925,0.137360564,-999,-999,3,2,2,2,6,-999,1,-999.00,2,3,0
1233,188,421,"Jansen, Louwerse, Straatemeier, Van der Ven, Klinkenberg, & Van der Maas",2013,-0.240,56,-0.245835504,0.018867925,0.137360564,-999,-999,3,2,2,2,6,-999,1,-999.00,2,3,0
1233,188,422,"Jansen, Louwerse, Straatemeier, Van der Ven, Klinkenberg, & Van der Maas",2013,-0.190,56,-0.196490276,0.018867925,0.137360564,-999,-999,3,2,2,2,6,-999,1,-999.00,2,3,0
1233,188,423,"Jansen, Louwerse, Straatemeier, Van der Ven, Klinkenberg, & Van der Maas",2013,-0.250,56,-0.254346429,0.018867925,0.137360564,-999,-999,3,2,2,2,6,-999,1,-999.00,2,3,0
1241,189,424,Seng,2015,0.430,140,0.458670484,0.007299270,0.085435766,-999,-999,4,4,2,2,-999,1,1,-999.00,3,-999,0
1248,190,425,Iossi,2009,-0.250,172,-0.258615385,0.005917160,0.076923077,-999,-999,1,5,2,2,-999,1,1,6.00,5,7,1
1248,190,426,Iossi,2009,-0.200,260,-0.205859519,0.003891051,0.062378286,-999,-999,1,5,2,2,-999,1,1,6.00,4,7,1
1248,191,427,Iossi,2009,-0.180,181,-0.179916485,0.005617978,0.074953169,-999,-999,1,5,2,2,-999,1,1,6.00,4,7,1
1248,191,428,Iossi,2009,-0.100,117,-0.096296554,0.008771930,0.093658581,-999,-999,1,5,2,2,-999,1,1,6.00,5,7,1
1250,192,429,Suinn & Winston,2003,-0.310,124,-0.320545409,0.008264463,0.090909091,-999,-999,1,5,2,2,-999,1,1,-999.00,4,-999,0
1250,192,430,Suinn & Winston,2003,-0.410,124,-0.435611223,0.008264463,0.090909091,-999,-999,1,5,2,2,-999,1,1,-999.00,4,-999,0
1250,192,431,Suinn & Winston,2003,-0.340,124,-0.354092529,0.008264463,0.090909091,-999,-999,1,5,2,2,-999,1,1,6.00,4,-999,0
1250,192,432,Suinn & Winston,2003,-0.460,124,-0.497311288,0.008264463,0.090909091,-999,-999,1,5,2,2,-999,1,1,6.00,4,-999,0
1260,193,433,Roberts & Vukovic,2011,-0.220,78,-0.223656109,0.013333333,0.115470054,-999,2,1,1,2,2,3,-999,1,-999.00,2,3,1
1260,193,434,Roberts & Vukovic,2011,-0.310,78,-0.320545409,0.013333333,0.115470054,-999,2,1,1,2,2,3,-999,1,-999.00,2,7,1
1269,194,435,"Maree, Fletcher, & Erasmus",2013,-0.420,222,-0.445266130,0.004566210,0.067573738,-999,-999,5,4,2,2,-999,10,1,-999.00,5,-999,0
1269,195,436,"Maree, Fletcher, & Erasmus",2013,-0.190,213,-0.192337169,0.004761905,0.069006556,-999,-999,5,4,2,2,-999,10,1,-999.00,5,-999,0
1272,196,437,Ayotola & Adedeji,2009,-0.310,1099,-0.323867791,0.000912409,0.030206105,-999,-999,5,4,2,2,-999,7,1,-999.00,2,-999,0
1277,197,438,Siebers,2015,-0.390,381,-0.412979962,0.002645503,0.051434450,-999,1,1,3,2,2,-999,10,1,-999.00,1,-999,1
1278,198,439,Hafner,2008,-0.210,123,-0.213171347,0.008333333,0.091287093,-999,1,1,3,2,2,-999,4,1,-999.00,4,-999,1
1279,199,440,Stiegelmeyer,2012,-0.290,166,-0.302939119,0.006134969,0.078326045,-999,1,1,5,2,1,-999,10,1,-999.00,2,-999,1
1285,200,441,Piearcy,1997,-0.160,67,-0.159334822,0.015625000,0.125000000,-999,1,1,5,2,2,-999,1,1,-999.00,4,7,1
1290,201,442,Owens,1994,-0.090,91,-0.090244188,0.011363636,0.106600358,-999,1,1,5,2,2,-999,3,1,-999.00,4,7,1
1296,202,443,"Jenben, Dunekacke, Eid, & Blomeke",2015,-0.240,354,-0.244774113,0.002849003,0.053376051,-999,-999,3,5,2,1,-999,9,1,-999.00,3,8,0
1296,202,444,"Jenben, Dunekacke, Eid, & Blomeke",2015,-0.270,354,-0.276863823,0.002849003,0.053376051,-999,-999,3,5,2,1,-999,9,1,-999.00,3,-999,0
1296,202,445,"Jenben, Dunekacke, Eid, & Blomeke",2015,-0.300,354,-0.309519604,0.002849003,0.053376051,-999,-999,3,5,2,1,-999,9,1,-999.00,3,-999,0
1296,202,446,"Jenben, Dunekacke, Eid, & Blomeke",2015,-0.300,354,-0.309519604,0.002849003,0.053376051,-999,-999,3,5,2,1,-999,9,1,-999.00,3,-999,0
1296,202,447,"Jenben, Dunekacke, Eid, & Blomeke",2015,-0.320,354,-0.331647109,0.002849003,0.053376051,-999,-999,3,5,2,1,-999,9,1,-999.00,3,8,0
1296,202,448,"Jenben, Dunekacke, Eid, & Blomeke",2015,-0.340,354,-0.354092529,0.002849003,0.053376051,-999,-999,3,5,2,1,-999,9,1,-999.00,3,6,0
1296,202,449,"Jenben, Dunekacke, Eid, & Blomeke",2015,-0.360,354,-0.376885901,0.002849003,0.053376051,-999,-999,3,5,2,1,-999,9,1,-999.00,3,-999,0
1296,202,450,"Jenben, Dunekacke, Eid, & Blomeke",2015,-0.380,354,-0.400059650,0.002849003,0.053376051,-999,-999,3,5,2,1,-999,9,1,-999.00,3,6,0
1303,203,451,Kim & McLean,1994,-0.150,208,-0.151140436,0.004878049,0.069843030,-999,-999,4,5,2,2,-999,1,1,4.00,3,7,1
1303,203,452,Kim & McLean,1994,-0.190,208,-0.192337169,0.004878049,0.069843030,-999,-999,4,5,2,2,-999,1,1,4.00,3,-999,1
1305,204,453,"Gan, Lim, & Haw",2016,-0.240,35,-0.243713262,0.031250000,0.176776695,-999,-999,4,5,2,2,-999,1,1,-999.00,3,-999,0
1305,204,454,"Gan, Lim, & Haw",2016,-0.280,35,-0.288767472,0.031250000,0.176776695,-999,-999,4,5,2,2,-999,1,1,-999.00,3,-999,0
1309,205,455,Solazzo,2008,-0.290,131,-0.298566264,0.007812500,0.088388348,-999,1,1,2,2,2,1,-999,1,4.00,2,-999,1
1309,205,456,Solazzo,2008,-0.350,131,-0.365443754,0.007812500,0.088388348,-999,1,1,2,2,2,1,-999,1,4.00,2,3,1
1309,205,457,Solazzo,2008,-0.370,131,-0.388423100,0.007812500,0.088388348,-999,1,1,2,2,2,1,-999,1,4.00,2,-999,1
1311,206,458,Kyttala & Bjorn,2014,-0.130,42,-0.130739850,0.025641026,0.160128154,1,-999,3,3,2,2,-999,1,1,6.00,2,3,0
1311,206,459,Kyttala & Bjorn,2014,-0.190,42,-0.192337169,0.025641026,0.160128154,1,-999,3,3,2,2,-999,1,1,6.00,2,4,0
1311,207,460,Kyttala & Bjorn,2014,-0.080,32,-0.080171325,0.034482759,0.185695338,0,-999,3,3,2,2,-999,1,1,6.00,2,3,0
1311,207,461,Kyttala & Bjorn,2014,-0.360,32,-0.376885901,0.034482759,0.185695338,0,-999,3,3,2,2,-999,1,1,6.00,2,4,0
1313,208,462,Khabiri,1993,-0.140,216,-0.140925576,0.004694836,0.068518871,-999,-999,1,4,2,2,-999,10,1,-999.00,3,-999,1
1313,208,463,Khabiri,1993,-0.140,216,-0.140925576,0.004694836,0.068518871,-999,-999,1,4,2,2,-999,10,1,-999.00,3,-999,1
1313,208,464,Khabiri,1993,-0.220,216,-0.223656109,0.004694836,0.068518871,-999,-999,1,4,2,2,-999,10,1,-999.00,3,-999,1
1313,208,465,Khabiri,1993,-0.230,216,-0.234189467,0.004694836,0.068518871,-999,-999,1,4,2,2,-999,10,1,-999.00,3,-999,1
1313,208,466,Khabiri,1993,-0.290,216,-0.298566264,0.004694836,0.068518871,-999,-999,1,4,2,2,-999,10,1,-999.00,3,-999,1
1313,208,467,Khabiri,1993,-0.290,216,-0.298566264,0.004694836,0.068518871,-999,-999,1,4,2,2,-999,10,1,-999.00,3,-999,1
1315,209,468,"Necka, Sokolowski, & Lyons",2015,-0.360,181,-0.376885901,0.005617978,0.074953169,-999,-999,1,5,2,2,-999,1,1,-999.00,3,3,0
1335,211,469,Steiner & Ashcraft,2012,-0.310,184,-0.320545409,0.005524862,0.074329415,-999,2,1,5,2,2,-999,1,1,-999.00,2,-999,0
1335,210,470,Steiner & Ashcraft,2012,-0.350,153,-0.365443754,0.006666667,0.081649658,-999,2,1,5,2,2,-999,1,1,-999.00,2,-999,0
1335,211,471,Steiner & Ashcraft,2012,-0.330,184,-0.342828254,0.005524862,0.074329415,-999,2,1,5,2,2,-999,1,1,-999.00,3,-999,0
1335,211,472,Steiner & Ashcraft,2012,-0.270,177,-0.276863823,0.005747126,0.075809804,-999,2,1,5,2,2,-999,1,1,-999.00,3,-999,0
1335,210,473,Steiner & Ashcraft,2012,-0.340,153,-0.354092529,0.006666667,0.081649658,-999,2,1,5,2,2,-999,1,1,-999.00,3,-999,0
1338,212,474,Cheema & Sheridan,2015,-0.390,4978,-0.411800034,0.000201005,0.014177624,-999,2,1,4,2,2,-999,5,1,-999.00,2,-999,0
1351,213,475,Dutko,2015,-0.150,174,-0.152163611,0.005847953,0.076471911,-999,2,1,2,2,2,6,-999,1,-999.00,2,3,1
1351,213,476,Dutko,2015,-0.190,174,-0.196490276,0.005847953,0.076471911,-999,2,1,2,2,2,6,-999,1,-999.00,4,-999,1
1351,213,477,Dutko,2015,-0.320,174,-0.329420529,0.005847953,0.076471911,-999,2,1,2,2,2,6,-999,1,-999.00,1,-999,1
1351,213,478,Dutko,2015,-0.350,174,-0.370009475,0.005847953,0.076471911,-999,2,1,2,2,2,6,-999,1,-999.00,2,4,1
1354,214,479,Lee,2009,-0.330,4597,-0.342828254,0.000217675,0.014753821,-999,-999,3,4,2,2,-999,5,1,-999.00,2,-999,0
1354,215,480,Lee,2009,-0.330,4452,-0.342828254,0.000224770,0.014992318,-999,-999,2,4,2,2,-999,5,1,-999.00,2,-999,0
1354,216,481,Lee,2009,-0.300,4478,-0.309519604,0.000223464,0.014948702,-999,-999,4,4,2,2,-999,5,1,-999.00,2,-999,0
1354,217,482,Lee,2009,-0.310,1250,-0.320545409,0.000801925,0.028318274,-999,-999,4,4,2,2,-999,5,1,-999.00,2,-999,0
1354,218,483,Lee,2009,-0.440,6320,-0.472230804,0.000158303,0.012581852,-999,-999,3,4,2,2,-999,5,1,-999.00,2,-999,0
1354,219,484,Lee,2009,-0.510,4218,-0.562729769,0.000237248,0.015402854,-999,-999,3,4,2,2,-999,5,1,-999.00,2,-999,0
1354,220,485,Lee,2009,-0.450,5796,-0.484700279,0.000172622,0.013138574,-999,-999,3,4,2,2,-999,5,1,-999.00,2,-999,0
1354,221,486,Lee,2009,-0.270,4300,-0.276863823,0.000232721,0.015255180,-999,-999,3,4,2,2,-999,5,1,-999.00,2,-999,0
1354,222,487,Lee,2009,-0.360,4627,-0.376885901,0.000216263,0.014705882,-999,-999,3,4,2,2,-999,5,1,-999.00,2,-999,0
1354,223,488,Lee,2009,-0.340,4765,-0.354092529,0.000209996,0.014491232,-999,-999,3,4,2,2,-999,5,1,-999.00,2,-999,0
1354,224,489,Lee,2009,-0.410,3350,-0.435611223,0.000298775,0.017285110,-999,-999,3,4,2,2,-999,5,1,-999.00,2,-999,0
1354,225,490,Lee,2009,-0.120,10761,-0.120581028,0.000092954,0.009641270,-999,-999,4,4,2,2,-999,5,1,-999.00,2,-999,0
1354,226,491,Lee,2009,-0.380,3886,-0.400059650,0.000257533,0.016047830,-999,-999,3,4,2,2,-999,5,1,-999.00,2,-999,0
1354,227,492,Lee,2009,-0.160,4707,-0.161386696,0.000212585,0.014580296,-999,-999,4,4,2,2,-999,5,1,-999.00,2,-999,0
1354,228,493,Lee,2009,-0.250,5444,-0.255412812,0.000183790,0.013556908,-999,-999,4,4,2,2,-999,5,1,-999.00,2,-999,0
1354,229,494,Lee,2009,-0.440,4627,-0.472230804,0.000216263,0.014705882,-999,-999,3,4,2,2,-999,5,1,-999.00,2,-999,0
1354,230,495,Lee,2009,-0.330,3923,-0.342828254,0.000255102,0.015971914,-999,-999,3,4,2,2,-999,5,1,-999.00,2,-999,0
1354,231,496,Lee,2009,-0.320,29983,-0.331647109,0.000033356,0.005775428,-999,-999,1,4,2,2,-999,5,1,-999.00,2,-999,0
1354,232,497,Lee,2009,-0.260,3992,-0.266108407,0.000250689,0.015833174,-999,-999,3,4,2,2,-999,5,1,-999.00,2,-999,0
1354,233,498,Lee,2009,-0.450,4511,-0.484700279,0.000221828,0.014893887,-999,-999,6,4,2,2,-999,5,1,-999.00,2,-999,0
1354,234,499,Lee,2009,-0.500,4064,-0.549306144,0.000246245,0.015692188,-999,-999,3,4,2,2,-999,5,1,-999.00,2,-999,0
1354,235,500,Lee,2009,-0.490,4385,-0.536060337,0.000228206,0.015106499,-999,-999,3,4,2,2,-999,5,1,-999.00,2,-999,0
1354,236,501,Lee,2009,-0.370,4608,-0.388423100,0.000217155,0.014736189,-999,-999,3,4,2,2,-999,5,1,-999.00,2,-999,0
1354,237,502,Lee,2009,-0.390,5974,-0.411800034,0.000167476,0.012941257,-999,-999,4,4,2,2,-999,5,1,-999.00,2,-999,0
1354,238,503,Lee,2009,-0.430,7346,-0.459896681,0.000136184,0.011669795,-999,-999,3,4,2,2,-999,5,1,-999.00,2,-999,0
1354,239,504,Lee,2009,-0.310,10791,-0.320545409,0.000092696,0.009627855,-999,-999,3,4,2,2,-999,5,1,-999.00,2,-999,0
1354,240,505,Lee,2009,-0.450,4264,-0.484700279,0.000234687,0.015319487,-999,-999,3,4,2,2,-999,5,1,-999.00,2,-999,0
1354,241,506,Lee,2009,-0.150,5236,-0.151140436,0.000191095,0.013823711,-999,-999,4,4,2,2,-999,5,1,-999.00,2,-999,0
1354,242,507,Lee,2009,-0.190,4721,-0.192337169,0.000211954,0.014558648,-999,-999,5,4,2,2,-999,5,1,-999.00,2,-999,0
1354,243,508,Lee,2009,-0.330,4855,-0.342828254,0.000206101,0.014356203,-999,-999,4,4,2,2,-999,5,1,-999.00,2,-999,0
1354,244,509,Lee,2009,-0.330,9535,-0.342828254,0.000104910,0.010242547,-999,-999,3,4,2,2,-999,5,1,-999.00,2,-999,0
1354,245,510,Lee,2009,-0.350,5835,-0.365443754,0.000171468,0.013094570,-999,-999,2,4,2,2,-999,5,1,-999.00,2,-999,0
1354,246,511,Lee,2009,-0.340,4405,-0.354092529,0.000227169,0.015072142,-999,-999,3,4,2,2,-999,5,1,-999.00,2,-999,0
1354,247,512,Lee,2009,-0.370,12551,-0.388423100,0.000079694,0.008927148,-999,-999,6,4,2,2,-999,5,1,-999.00,2,-999,0
1354,248,513,Lee,2009,-0.350,11639,-0.365443754,0.000085940,0.009270393,-999,-999,3,4,2,2,-999,5,1,-999.00,2,-999,0
1354,249,514,Lee,2009,-0.340,4660,-0.354092529,0.000214731,0.014653686,-999,-999,3,4,2,2,-999,5,1,-999.00,2,-999,0
1354,250,515,Lee,2009,-0.420,27953,-0.447692024,0.000035778,0.005981486,-999,-999,1,4,2,2,-999,5,1,-999.00,2,-999,0
1354,251,516,Lee,2009,-0.400,5456,-0.423648930,0.000183385,0.013541983,-999,-999,1,4,2,2,-999,5,1,-999.00,2,-999,0
1354,252,517,Lee,2009,-0.310,332,-0.320545409,0.003039514,0.055131785,-999,-999,1,4,2,2,-999,5,1,-999.00,2,-999,0
1386,253,518,"Wang, Hart, Kovas, Lukowski, Soden, Thompson, Plomin, McLoughlin, Bartlett, Lyons, & Petrill",2014,-0.170,506,-0.171666664,0.001988072,0.044587796,-999,1,1,3,2,2,1,-999,1,-999.00,2,-999,0
1388,254,519,Birenbaum & Eylath,1994,-0.260,151,-0.266108407,0.006756757,0.082199494,0,-999,4,5,2,1,-999,10,1,-999.00,2,-999,0
1388,254,520,Birenbaum & Eylath,1994,-0.380,151,-0.400059650,0.006756757,0.082199494,0,-999,4,5,2,1,-999,10,1,-999.00,4,-999,0
1388,254,521,Birenbaum et al,1994,-0.110,151,-0.110446916,0.006756757,0.082199494,0,-999,4,5,2,1,-999,10,1,-999.00,4,8,0
1388,254,522,Birenbaum et al,1994,-0.390,151,-0.411800034,0.006756757,0.082199494,0,-999,4,5,2,1,-999,10,1,-999.00,4,-999,0
1388,254,523,Birenbaum et al,1994,-0.250,151,-0.255412812,0.006756757,0.082199494,0,-999,4,5,2,1,-999,10,1,-999.00,2,-999,0
1388,254,524,Birenbaum & Eylath,1994,-0.570,151,-0.647522845,0.006756757,0.082199494,0,-999,4,5,2,1,-999,10,1,-999.00,4,8,0
1399,255,525,Trezise & Reeve,2014,-0.490,76,-0.537377149,0.013698630,0.117041147,0,-999,6,4,2,2,-999,10,1,1.00,3,7,0
1399,255,526,Trezise & Reeve,2014,-0.570,76,-0.646042831,0.013698630,0.117041147,0,-999,6,4,2,2,-999,10,1,1.00,2,-999,0
1399,255,527,Trezise & Reeve,2014,-0.590,76,-0.683824350,0.013698630,0.117041147,0,-999,6,4,2,2,-999,10,1,1.00,3,7,0
1399,255,528,Trezise & Reeve,2014,-0.590,65,-0.682280562,0.016129032,0.127000127,0,-999,6,4,2,2,-999,10,1,1.00,2,3,0
1412,256,529,Barner et al.,2015,-0.270,98,-0.277619019,0.010526316,0.102597835,-999,-999,4,1,2,2,4,-999,1,-999.00,3,3,0
1412,256,530,Barner et al.,2015,-0.320,98,-0.328308421,0.010526316,0.102597835,-999,-999,4,1,2,2,4,-999,1,-999.00,2,3,0
1412,256,531,Barner et al.,2015,-0.400,98,-0.423648930,0.010526316,0.102597835,-999,-999,4,1,2,2,4,-999,1,-999.00,3,2,0
1412,256,532,Barner et al.,2015,-0.410,98,-0.436813884,0.010526316,0.102597835,-999,-999,4,1,2,2,4,-999,1,-999.00,2,3,0
1413,257,533,Barner et al.,2016,-0.170,44,-0.168578995,0.024390244,0.156173762,-999,2,1,1,2,2,4,-999,1,-999.00,3,2,1
1413,257,534,Barner et al.,2016,-0.180,44,-0.184050431,0.024390244,0.156173762,-999,2,1,1,2,2,4,-999,1,-999.00,2,-999,1
1413,257,535,Barner et al.,2016,-0.220,44,-0.220505698,0.024390244,0.156173762,-999,2,1,1,2,2,4,-999,1,-999.00,2,3,1
1413,257,536,Barner et al.,2016,-0.220,44,-0.225758808,0.024390244,0.156173762,-999,2,1,1,2,2,4,-999,1,-999.00,2,3,1
1413,257,537,Barner et al.,2016,-0.310,44,-0.320545409,0.024390244,0.156173762,-999,2,1,1,2,2,4,-999,1,-999.00,3,2,1
1413,257,538,Barner et al.,2016,-0.430,44,-0.457445576,0.024390244,0.156173762,-999,2,1,1,2,2,4,-999,1,-999.00,2,-999,1
1413,258,539,Barner et al.,2016,-0.110,26,-0.111459277,0.043478261,0.208514414,-999,2,1,1,2,2,4,-999,1,-999.00,2,3,1
1413,258,540,Barner et al.,2016,-0.210,26,-0.208990458,0.043478261,0.208514414,-999,2,1,1,2,2,4,-999,1,-999.00,3,2,1
1413,258,541,Barner et al.,2016,-0.210,26,-0.215264538,0.043478261,0.208514414,-999,2,1,1,2,2,4,-999,1,-999.00,2,-999,1
1413,258,542,Barner et al.,2016,-0.450,26,-0.484700279,0.043478261,0.208514414,-999,2,1,1,2,2,4,-999,1,-999.00,2,-999,1
1413,258,543,Barner et al.,2016,-0.460,26,-0.493512743,0.043478261,0.208514414,-999,2,1,1,2,2,4,-999,1,-999.00,3,2,1
1413,258,544,Barner et al.,2016,-0.550,26,-0.612664516,0.043478261,0.208514414,-999,2,1,1,2,2,4,-999,1,-999.00,2,3,1
1414,259,545,Foley,2015,-0.420,40,-0.451340166,0.027027027,0.164398987,-999,2,1,1,2,2,-999,10,1,-999.00,2,3,1
1415,260,546,Hurst & Cordes,2012,0.030,29,0.030009005,0.038461538,0.196116135,-999,-999,1,5,2,2,-999,1,1,6.00,3,5,1
1415,260,547,Hurst & Cordes,2012,-0.060,29,-0.063083548,0.038461538,0.196116135,-999,-999,1,5,2,2,-999,1,1,6.00,3,5,1
1415,260,548,Hurst & Cordes,2012,-0.220,29,-0.220505698,0.038461538,0.196116135,-999,-999,1,5,2,2,-999,1,1,6.00,3,7,1
1415,260,549,Hurst & Cordes,2012,-0.410,29,-0.430812377,0.038461538,0.196116135,-999,-999,1,5,2,2,-999,1,1,6.00,3,6,1
1416,261,550,Hurst & Cordes,2013,-0.270,24,-0.274707811,0.047619048,0.218217890,-999,-999,1,5,2,2,-999,1,1,6.00,3,6,1
1416,261,551,Hurst & Cordes,2013,-0.480,24,-0.519093409,0.047619048,0.218217890,-999,-999,1,5,2,2,-999,1,1,6.00,3,5,1
1416,261,552,Hurst & Cordes,2013,-0.500,24,-0.546643022,0.047619048,0.218217890,-999,-999,1,5,2,2,-999,1,1,6.00,3,7,1
1416,261,553,Hurst & Cordes,2013,-0.470,22,-0.507506360,0.052631579,0.229415734,-999,-999,1,5,2,2,-999,1,1,6.00,3,5,1
1417,262,554,"Lauer, Esposito, & Bauer",2016,-0.160,529,-0.156259498,0.001901141,0.043602072,-999,2,1,2,2,2,4,-999,1,-999.00,2,-999,1
1418,263,555,Braham & Libertus,2016,-0.190,86,-0.192337169,0.012048193,0.109764260,-999,1,1,5,2,2,-999,1,1,6.00,2,3,1
1418,263,556,Braham & Libertus,2016,-0.220,85,-0.223656109,0.012195122,0.110431526,-999,1,1,5,2,2,-999,1,1,6.00,2,-999,1
1418,263,557,Braham & Libertus,2016,-0.270,85,-0.276863823,0.012195122,0.110431526,-999,1,1,5,2,2,-999,1,1,6.00,2,3,1
1419,264,558,"Schmitz, Salemink, Wiers, & Jansen",2015,-0.330,103,-0.342828254,0.010000000,0.100000000,-999,-999,3,5,2,2,-999,1,1,6.00,4,-999,1
1420,265,559,Benedict,2016,-0.500,63,-0.549306144,0.016666667,0.129099445,-999,-999,1,5,2,2,-999,1,1,6.00,3,-999,1
1420,265,560,Benedict,2016,-0.130,63,-0.130739850,0.016666667,0.129099445,-999,-999,1,5,2,2,-999,1,1,6.00,3,2,1
1420,265,561,Benedict,2016,-0.180,63,-0.181982689,0.016666667,0.129099445,-999,-999,1,5,2,2,-999,1,1,6.00,3,2,1
1420,265,562,Benedict,2016,-0.210,63,-0.213171347,0.016666667,0.129099445,-999,-999,1,5,2,2,-999,1,1,6.00,3,3,1
1420,265,563,Benedict,2016,-0.230,63,-0.234189467,0.016666667,0.129099445,-999,-999,1,5,2,2,-999,1,1,6.00,3,3,1
1420,265,564,Benedict,2016,-0.290,63,-0.298566264,0.016666667,0.129099445,-999,-999,1,5,2,2,-999,1,1,6.00,3,3,1
1420,265,565,Benedict,2016,-0.310,63,-0.320545409,0.016666667,0.129099445,-999,-999,1,5,2,2,-999,1,1,6.00,3,3,1
1420,265,566,Benedict,2016,-0.430,63,-0.459896681,0.016666667,0.129099445,-999,-999,1,5,2,2,-999,1,1,6.00,3,-999,1
1421,266,567,Douglas & LeFevre,2016,-0.300,90,-0.309519604,0.011494253,0.107211253,-999,-999,1,5,2,2,-999,1,1,6.00,3,2,1
1421,266,568,Douglas & LeFevre,2016,-0.370,90,-0.388423100,0.011494253,0.107211253,-999,-999,1,5,2,2,-999,1,1,6.00,2,3,1
1421,266,569,Douglas & LeFevre,2016,-0.430,90,-0.459896681,0.011494253,0.107211253,-999,-999,1,5,2,2,-999,1,1,6.00,3,-999,1
1423,267,570,"LeFevre, Penner-Wilger, Pyke, Shanahan, & Deslauriers",2014,-0.310,693,-0.320545409,0.001449275,0.038069349,-999,-999,1,5,2,2,-999,2,1,-999.00,2,3,1
1424,268,571,Sowinski,2016,-0.150,151,-0.151140436,0.006756757,0.082199494,-999,-999,1,5,2,2,-999,10,1,-999.00,2,3,1
1424,268,572,Sowinski,2016,-0.080,151,-0.080171325,0.006756757,0.082199494,-999,-999,1,5,2,2,-999,10,1,-999.00,3,1,1
1424,268,573,Sowinski,2016,-0.130,151,-0.130739850,0.006756757,0.082199494,-999,-999,1,5,2,2,-999,10,1,-999.00,2,3,1
1424,268,574,Sowinski,2016,-0.190,151,-0.192337169,0.006756757,0.082199494,-999,-999,1,5,2,2,-999,10,1,-999.00,2,2,1
1424,268,575,Sowinski,2016,-0.210,151,-0.213171347,0.006756757,0.082199494,-999,-999,1,5,2,2,-999,10,1,-999.00,2,3,1
1424,268,576,Sowinski,2016,-0.260,151,-0.266108407,0.006756757,0.082199494,-999,-999,1,5,2,2,-999,10,1,-999.00,3,-999,1
1424,268,577,Sowinski,2016,-0.290,151,-0.298566264,0.006756757,0.082199494,-999,-999,1,5,2,2,-999,10,1,-999.00,3,3,1
1425,269,578,"Sowinski, Dunbar, & LeFevre",2014,-0.220,391,-0.223656109,0.002577320,0.050767308,-999,-999,1,5,2,2,-999,2,1,-999.00,2,3,1
1427,270,579,Arias,2016,-0.230,397,-0.234189467,0.002538071,0.050379272,-999,-999,-999,6,2,2,-999,1,1,-999.00,2,-999,1
