"study_ID" "type" "rgodHRother" "ma" "author_andor_study" "year" "Ntot" "ES" "SE" "unique" "citations" "countrycode" "jrnl_impact" "similarity" "N1" "N2" "remarks_N" "remarks_type" "remarks" "meta_nr" "typeWords" "Fisherz" "FisherzSE" "FisherzUncoined"
124 3 4 "bama" "Sparling" 2005 65 0.86 0.259988447 1 20 "RO" 1.133 1 30 35 NA NA NA "Meta-Analysis 8" "Experiments/Interventions" 0.416572773829488 0.127000127000191 0.416572773829488
125 2 4 "ball" "SAT1" 1996 1084725 0.315903406 0.001936888 1 NA "US" NA 0 504598 580127 NA NA NA "Meta-Analysis 9" "Group Differences" 0.156923506984333 0.000960153735225053 0.156923506984333
126 2 4 "ball" "SAT2" 1997 1127021 0.324878849 0.001901831 1 NA "US" NA 0 520338 606683 NA NA NA "Meta-Analysis 9" "Group Differences" 0.161262134463275 0.000941964582537555 0.161262134463275
127 2 4 "ball" "SAT3" 1998 1172509 0.315849286 0.001863828 1 NA "US" NA 0 541692 630817 NA NA NA "Meta-Analysis 9" "Group Differences" 0.156824141003565 0.000923511830152187 0.156824141003565
128 2 4 "ball" "SAT4" 1999 1220130 0.320471671 0.001827602 1 NA "US" NA 0 562911 657219 NA NA NA "Meta-Analysis 9" "Group Differences" 0.159084606232523 0.000905310340990226 0.159084606232523
129 2 4 "ball" "SAT5" 2000 1260278 0.313010926 0.001797327 1 NA "US" NA 0 583331 676947 NA NA NA "Meta-Analysis 9" "Group Differences" 0.155446302044227 0.000890773604241176 0.155446302044227
130 2 4 "ball" "SAT6" 2001 1276320 0.312989709 0.001785668 1 NA "US" NA 0 592366 683954 NA NA NA "Meta-Analysis 9" "Group Differences" 0.15546440739168 0.000885157845540325 0.15546440739168
131 2 4 "ball" "SAT7" 2002 1327831 0.301354106 0.001749934 1 NA "US" NA 0 616201 711630 NA NA NA "Meta-Analysis 9" "Group Differences" 0.149727355689471 0.000867818869059106 0.149727355689471
132 2 4 "ball" "SAT8" 2003 1406324 0.299962014 0.001700313 1 NA "US" NA 0 652606 753718 NA NA NA "Meta-Analysis 9" "Group Differences" 0.149040466432407 0.000843252755532916 0.149040466432407
133 2 4 "ball" "SAT9" 2004 1419007 0.319059773 0.00169363 1 NA "US" NA 0 660270 758737 NA NA NA "Meta-Analysis 9" "Group Differences" 0.15848109831352 0.00083947581765615 0.15848109831352
134 2 4 "ball" "SAT10" 2005 1475623 0.299948244 0.001659664 1 NA "US" NA 0 686298 789325 NA NA NA "Meta-Analysis 9" "Group Differences" 0.149055577688104 0.000823213973307792 0.149055577688104
135 2 4 "ball" "SAT11" 2006 1465744 0.298701848 0.001665327 1 NA "US" NA 0 680725 785019 NA NA NA "Meta-Analysis 9" "Group Differences" 0.148426780301764 0.000825983519102162 0.148426780301764
136 2 4 "ball" "SAT12" 2007 1488530 0.301357081 0.001652821 1 NA "US" NA 0 690500 798030 NA NA NA "Meta-Analysis 9" "Group Differences" 0.14972483228308 0.000819637163497929 0.14972483228308
137 2 4 "ball" "SAT13" 2008 1516990 0.288706574 0.001636411 1 NA "US" NA 0 704226 812764 NA NA NA "Meta-Analysis 9" "Group Differences" 0.143490423031393 0.000811912205970216 0.143490423031393
138 2 4 "ball" "SAT14" 2009 1530128 0.304802519 0.001630172 1 NA "US" NA 0 711368 818760 NA NA NA "Meta-Analysis 9" "Group Differences" 0.151445849689096 0.000808419060474487 0.151445849689096
139 1 1 "bank" "Bates (2007) Sample 1" 2007 98 -0.459896681 0.102597835 1 26 "GB" 3.162 1 49 49 "no information about condition size available" NA NA "Meta-Analysis 10" "Correlational" 0.459896681 0.102597835208515 -0.459896681
140 1 1 "bank" "Bates (2007) Sample 2" 2007 164 -0.298566264 0.078811041 1 26 "GB" 3.162 1 82 82 "no information about condition size available" NA NA "Meta-Analysis 10" "Correlational" 0.298566264 0.0788110406239101 -0.298566264
141 1 1 "bank" "Euler (2009)" 2009 23 0.342828254 0.223606798 1 3 "US" 4.426 0 11.5 11.5 "no information about condition size available" NA NA "Meta-Analysis 10" "Correlational" -0.342828254 0.223606797749979 0.342828254
142 1 1 "bank" "Furlow (1997) Sample 1 " 1997 112 -0.213171347 0.095782629 1 79 "US" 5.292 1 56 56 "no information about condition size available" NA NA "Meta-Analysis 10" "Correlational" 0.213171347 0.0957826285221151 -0.213171347
143 1 1 "bank" "Furlow (1997) Sample 2 " 1997 128 -0.244774113 0.089442719 1 79 "US" 5.292 1 64 64 "no information about condition size available" NA NA "Meta-Analysis 10" "Correlational" 0.244774113 0.0894427190999916 -0.244774113
144 1 1 "bank" "Gangestad (2010a) " 2010 67 0.181982689 0.125 1 NA "US" NA NA 33.5 33.5 "no information about condition size available" NA NA "Meta-Analysis 10" "Correlational" -0.181982689 0.125 0.181982689
145 1 1 "bank" "Gangestad (2010b) " 2010 98 0 0.102597835 1 NA "US" NA NA 49 49 "no information about condition size available" NA NA "Meta-Analysis 10" "Correlational" 0 0.102597835208515 0
146 1 1 "bank" "Johnson (2008)" 2008 263 0.030009005 0.062017367 1 7 "US" 3.162 1 131.5 131.5 "no information about condition size available" NA NA "Meta-Analysis 10" "Correlational" -0.030009005 0.0620173672946042 0.030009005
147 1 1 "bank" "Luxen (2006) " 2006 81 -0.255412812 0.113227703 1 13 "NL" 1.861 1 40.5 40.5 "no information about condition size available" NA NA "Meta-Analysis 10" "Correlational" 0.255412812 0.11322770341446 -0.255412812
148 1 1 "bank" "Penke (2008)" 2008 284 0.020002667 0.059654999 1 107 "GB" 5.51 0 142 142 "no information about condition size available" NA NA "Meta-Analysis 10" "Correlational" -0.020002667 0.0596549986271894 0.020002667
149 1 1 "bank" "Penke (2009)" 2009 216 -0.070114671 0.068518871 1 18 "GB" 2.866 1 108 108 "no information about condition size available" NA NA "Meta-Analysis 10" "Correlational" 0.070114671 0.0685188709827532 -0.070114671
150 1 1 "bank" "Prokosch (2005)" 2005 78 -0.411800034 0.115470054 1 78 "US" 3.162 1 39 39 "no information about condition size available" NA "Ntot copied from meta-analysis sheet at later time point, because it was missing in the summary sheet for no apparent reason." "Meta-Analysis 10" "Correlational" 0.411800034 0.115470053837925 -0.411800034
151 1 1 "bank" "Rahman (2004) " 2004 240 -0.13073985 0.06495698 1 13 "GB" 3.25 1 120 120 "no information about condition size available" NA "Ntot copied from meta-analysis sheet at later time point, because it was missing in the summary sheet for no apparent reason." "Meta-Analysis 10" "Correlational" 0.13073985 0.0649569802461631 -0.13073985
152 1 1 "bank" "Thoma (2005)" 2005 19 -0.536060337 0.25 1 18 "US" 3.162 1 9.5 9.5 "no information about condition size available" NA "Ntot copied from meta-analysis sheet at later time point, because it was missing in the summary sheet for no apparent reason." "Meta-Analysis 10" "Correlational" 0.536060337 0.25 -0.536060337
153 5 4 "barn" "Egan (Healthy)" 2001 274 0.187 0.35 1 1505 "US" 9.809 1 219 55 NA NA "Ntot copied from meta-analysis sheet at later time point, because it was missing in the summary sheet for no apparent reason." "Meta-Analysis 11" "(Behavior) Genetics" 0.0748323164324901 0.0607456739230787 0.0748323164324901
154 5 4 "barn" "Egan (SCZ)" 2001 230 0.16 0.206 1 1505 "US" 9.809 1 175 55 NA NA "Ntot copied from meta-analysis sheet at later time point, because it was missing in the summary sheet for no apparent reason." "Meta-Analysis 11" "(Behavior) Genetics" 0.0681955355002642 0.0663723311599972 0.0681955355002642
155 5 4 "barn" "Tsai" 2003 120 0.152 0.419 1 104 "TW" 2.055 1 60 60 "no information about condition size available" NA "Ntot copied from meta-analysis sheet at later time point, because it was missing in the summary sheet for no apparent reason." "Meta-Analysis 11" "(Behavior) Genetics" 0.0759270268464923 0.0924500327042049 0.0759270268464923
156 5 4 "barn" "De Frias" 2004 286 0.248 0.132 1 83 "SE" 2.839 1 143 143 "no information about condition size available" NA "Ntot copied from meta-analysis sheet at later time point, because it was missing in the summary sheet for no apparent reason." "Meta-Analysis 11" "(Behavior) Genetics" 0.123684408136839 0.0594438298277764 0.123684408136839
157 5 4 "barn" "Foltynie" 2004 288 0.036 0.135 1 63 "GB" 5.634 1 144 144 "no information about condition size available" NA "Ntot copied from meta-analysis sheet at later time point, because it was missing in the summary sheet for no apparent reason." "Meta-Analysis 11" "(Behavior) Genetics" 0.0179990281416903 0.0592348877759092 0.0179990281416903
158 5 4 "barn" "Taerk" 2004 118 0.021 0.232 1 32 "CA" 2.45 1 59 59 "no information about condition size available" NA "Ntot copied from meta-analysis sheet at later time point, because it was missing in the summary sheet for no apparent reason." "Meta-Analysis 11" "(Behavior) Genetics" 0.0104998070720715 0.0932504808240314 0.0104998070720715
159 5 4 "barn" "Bellgrove" 2005 61 0.54 0.365 1 49 "IE" 2.168 1 30.5 30.5 "no information about condition size available" NA "Ntot copied from meta-analysis sheet at later time point, because it was missing in the summary sheet for no apparent reason." "Meta-Analysis 11" "(Behavior) Genetics" 0.266822666909941 0.131306432859723 0.266822666909941
160 5 4 "barn" "Bruder" 2005 402 0.18 0.137 1 122 "US" 9.472 1 201 201 "no information about condition size available" NA "Ntot copied from meta-analysis sheet at later time point, because it was missing in the summary sheet for no apparent reason." "Meta-Analysis 11" "(Behavior) Genetics" 0.0898789407439468 0.0500626174321759 0.0898789407439468
161 5 4 "barn" "Han (Healthy)" 2006 80 -0.716 0.428 1 37 "KR" 1.644 1 40 40 "no information about condition size available" NA "Ntot copied from meta-analysis sheet at later time point, because it was missing in the summary sheet for no apparent reason." "Meta-Analysis 11" "(Behavior) Genetics" -0.350762956442808 0.113960576459638 -0.350762956442808
162 5 4 "barn" "Han (SCZ)" 2006 132 0.46 0.366 1 37 "KR" 1.644 1 66 66 "no information about condition size available" NA "Ntot copied from meta-analysis sheet at later time point, because it was missing in the summary sheet for no apparent reason." "Meta-Analysis 11" "(Behavior) Genetics" 0.228018971902582 0.0880450906325624 0.228018971902582
163 5 4 "barn" "Harris" 2005 460 -0.113 0.105 1 54 "GB" 2.055 1 230 230 "no information about condition size available" NA "Ntot copied from meta-analysis sheet at later time point, because it was missing in the summary sheet for no apparent reason." "Meta-Analysis 11" "(Behavior) Genetics" -0.0564699827460333 0.0467780269724988 -0.0564699827460333
164 5 4 "barn" "Stefanis" 2004 543 -0.006 0.107 1 96 "GR" 9.472 1 271.5 271.5 "no information about condition size available" NA "Ntot copied from meta-analysis sheet at later time point, because it was missing in the summary sheet for no apparent reason." "Meta-Analysis 11" "(Behavior) Genetics" -0.00299999550001826 0.0430331482911935 -0.00299999550001826
165 5 4 "barn" "McIntosh (Healthy)" 2006 15 0.057 0.584 1 NA "GB" 9.472 0 7.5 7.5 "no information about condition size available" NA "Ntot copied from meta-analysis sheet at later time point, because it was missing in the summary sheet for no apparent reason." "Meta-Analysis 11" "(Behavior) Genetics" 0.0284961432220343 0.288675134594813 0.0284961432220343
166 5 4 "barn" "McIntosh (HR with symptoms)" 2006 32 -0.173 0.361 1 NA "GB" 9.472 0 16 16 "no information about condition size available" NA "Ntot copied from meta-analysis sheet at later time point, because it was missing in the summary sheet for no apparent reason." "Meta-Analysis 11" "(Behavior) Genetics" -0.086392492483071 0.185695338177052 -0.086392492483071
167 5 4 "barn" "McIntosh (HR with no symptoms)" 2006 35 -0.267 0.358 1 NA "GB" 9.472 0 17.5 17.5 "no information about condition size available" NA "Ntot copied from meta-analysis sheet at later time point, because it was missing in the summary sheet for no apparent reason." "Meta-Analysis 11" "(Behavior) Genetics" -0.133106601899655 0.176776695296637 -0.133106601899655
168 5 4 "barn" "Barnett" 2007 8707 0.065 0.032 1 65 "GB" 13.559 1 4353.5 4353.5 "no information about condition size available" NA "Ntot copied from meta-analysis sheet at later time point, because it was missing in the summary sheet for no apparent reason." "Meta-Analysis 11" "(Behavior) Genetics" 0.032494281363556 0.0107186615714068 0.032494281363556
169 5 4 "barn" "Burdick (Healthy)" 2007 126 0.271 0.368 1 56 "US" 4.888 1 63 63 "no information about condition size available" NA "Ntot copied from meta-analysis sheet at later time point, because it was missing in the summary sheet for no apparent reason." "Meta-Analysis 11" "(Behavior) Genetics" 0.135088753142851 0.0901669634667432 0.135088753142851
170 5 4 "barn" "Burdick (BPD)" 2007 183 -0.319 0.207 1 56 "US" 4.888 1 91.5 91.5 "no information about condition size available" NA "Ntot copied from meta-analysis sheet at later time point, because it was missing in the summary sheet for no apparent reason." "Meta-Analysis 11" "(Behavior) Genetics" -0.158831340312054 0.074535599249993 -0.158831340312054
171 5 4 "barn" "Caldu" 2007 75 -0.307 0.277 1 97 "ES" 6.132 1 37.5 37.5 "no information about condition size available" NA NA "Meta-Analysis 11" "(Behavior) Genetics" -0.152903502380737 0.117851130197758 -0.152903502380737
172 5 4 "barn" "MacDonald" 2007 464 0.096 0.119 1 26 "US" 4.974 1 232 232 "no information about condition size available" NA NA "Meta-Analysis 11" "(Behavior) Genetics" 0.0479815870841302 0.0465746432832622 0.0479815870841302
173 5 4 "barn" "Starr" 2007 473 0.115 0.115 1 39 "GB" 2.055 1 236.5 236.5 "no information about condition size available" NA NA "Meta-Analysis 11" "(Behavior) Genetics" 0.0574683621527848 0.0461265604014443 0.0574683621527848
174 5 1 "beau" "Vernon" 1989 100 0.9 0.101534617 1 48 "CA" 1.861 1 50 50 "no information about condition size available" NA NA "Meta-Analysis 12" "(Behavior) Genetics" 0.9 0.101534616513362 0.9
175 5 1 "beau" "Boomsma" 1991 12 0.842 0.333333333 1 12 "NL" 1.861 1 6 6 "no information about condition size available" NA NA "Meta-Analysis 12" "(Behavior) Genetics" 0.842 0.333333333333333 0.842
176 5 1 "beau" "Baker" 1991 50 0.775 0.145864991 1 45 "US" 2.839 1 25 25 "no information about condition size available" NA NA "Meta-Analysis 12" "(Behavior) Genetics" 0.775 0.145864991497895 0.775
177 5 1 "beau" "Luciano" 2001 332 0.631 0.055131785 1 86 "AU" 2.839 1 166 166 "no information about condition size available" NA NA "Meta-Analysis 12" "(Behavior) Genetics" 0.631 0.0551317846419971 0.631
178 5 1 "beau" "Rijsdijk T1" 1998 160 0.587 0.079808688 1 45 "NL" 3.391 1 80 80 "no information about condition size available" NA NA "Meta-Analysis 12" "(Behavior) Genetics" 0.587 0.0798086884467622 0.587
179 5 1 "beau" "Posthuma young" 2001 108 0.523 0.097590007 1 74 "NL" 2.839 1 54 54 "no information about condition size available" NA NA "Meta-Analysis 12" "(Behavior) Genetics" 0.523 0.0975900072948533 0.523
180 5 1 "beau" "Neubauer" 2000 169 0.41 0.077615053 1 43 "AT" 3.162 1 84.5 84.5 "no information about condition size available" NA NA "Meta-Analysis 12" "(Behavior) Genetics" 0.41 0.0776150525706333 0.41
181 5 1 "beau" "McGue" 1984 66 0.388 0.125988158 1 30 "US" 3.162 1 33 33 "no information about condition size available" NA NA "Meta-Analysis 12" "(Behavior) Genetics" 0.388 0.125988157669742 0.388
182 5 1 "beau" "McGue" 1989 94 0.372 0.104828484 1 NA "US" NA 1 47 47 "no information about condition size available" NA NA "Meta-Analysis 12" "(Behavior) Genetics" 0.372 0.104828483672192 0.372
183 5 1 "beau" "Rijsdijk T1" 1998 216 0.291 0.068518871 1 45 "NL" 3.391 1 108 108 "no information about condition size available" NA NA "Meta-Analysis 12" "(Behavior) Genetics" 0.291 0.0685188709827532 0.291
184 5 1 "beau" "Posthuma young" 2001 146 0.203 0.083624201 1 74 "NL" 2.839 1 73 73 "no information about condition size available" NA NA "Meta-Analysis 12" "(Behavior) Genetics" 0.203 0.0836242010007091 0.203
185 2 2 "boot" "Censabella" 2005 30 1.06 0.39 1 10 "BE" 2.025 1 15 15 NA NA NA "Meta-Analysis 13" "Group Differences" 0.52085082707986 0.192450089729875 0.52085082707986
186 2 2 "boot" "De Berni" 2000 24 0.22 0.41 1 42 "IT" 1.565 1 12 12 NA NA NA "Meta-Analysis 13" "Group Differences" 0.11368353979865 0.218217890235992 0.11368353979865
187 2 2 "boot" "Howes" 1999 69 0.61 0.26 1 22 "US" 1.921 1 24 45 NA NA NA "Meta-Analysis 13" "Group Differences" 0.289760748056145 0.123091490979333 0.289760748056145
188 2 2 "boot" "Jeffries" 2004 61 1.48 0.3 1 73 "GB" 1.189 1 21 40 NA NA NA "Meta-Analysis 13" "Group Differences" 0.662698582914163 0.131306432859723 0.662698582914163
189 2 2 "boot" "Martinussen" 2006 39 1.44 0.37 1 76 "CA" 2.158 1 14 25 NA NA NA "Meta-Analysis 13" "Group Differences" 0.656887459168947 0.166666666666667 0.656887459168947
190 2 2 "boot" "McGee" 2004 75 0.29 0.25 1 16 "CA" 3.167 0 13 62 NA NA NA "Meta-Analysis 13" "Group Differences" 0.110692508394893 0.117851130197758 0.110692508394893
191 2 2 "boot" "Pickering" 2004 665 0.32 0.19 1 63 "GB" 0.913 1 29 636 NA NA NA "Meta-Analysis 13" "Group Differences" 0.0653790022363018 0.0388661037168236 0.0653790022363018
192 2 2 "boot" "Reiter" 2005 84 0.24 0.22 1 58 "DE" 1.189 1 42 42 NA NA NA "Meta-Analysis 13" "Group Differences" 0.120816974169409 0.111111111111111 0.120816974169409
193 2 2 "boot" "Savage" 2006 67 1 0.26 1 24 "CA" 2.025 1 34 33 NA NA NA "Meta-Analysis 13" "Group Differences" 0.486396177444974 0.125 0.486396177444974
194 2 2 "boot" "Swanson" 2006 34 0.83 0.36 1 52 "US" 2.025 1 19 15 NA NA NA "Meta-Analysis 13" "Group Differences" 0.410465157596098 0.179605302026775 0.410465157596098
195 2 2 "boot" "Swanson" 2007 41 1.19 0.34 1 54 "US" 2.635 1 18 23 NA NA NA "Meta-Analysis 13" "Group Differences" 0.570723099587204 0.162221421130763 0.570723099587204
196 2 2 "boot" "Swanson" 2004 92 0.17 0.22 1 6 "US" 0.73 1 31 61 NA NA NA "Meta-Analysis 13" "Group Differences" 0.080942606307685 0.105999788000636 0.080942606307685
197 2 2 "boot" "Van der Sluis" 2005 40 0.07 0.31 1 55 "NL" 2.025 1 21 19 NA NA NA "Meta-Analysis 13" "Group Differences" 0.0356572382234302 0.164398987305357 0.0356572382234302
198 2 2 "boot" "Willcutt" 2005 260 0.53 0.17 1 220 "US" 2.67 1 109 151 NA NA NA "Meta-Analysis 13" "Group Differences" 0.259365068524482 0.0623782861551805 0.259365068524482
199 3 4 "boug" "Pretell" 1972 72 0.41 0.229591837 1 4 "PE" 2.012 1 36 36 "no information about condition size available" NA NA "Meta-Analysis 14" "Experiments/Interventions" 0.203590639225979 0.120385853085769 0.203590639225979
200 3 4 "boug" "Thilly" 1980 75 0.99 0.25 1 10 "CD" NA NA 37.5 37.5 "no information about condition size available" NA NA "Meta-Analysis 14" "Experiments/Interventions" 0.476735222976289 0.117851130197758 0.476735222976289
201 3 4 "boug" "Berbel" 2009 44 1.39 0.420918367 1 102 "ES" 3.843 1 22 22 "no information about condition size available" NA NA "Meta-Analysis 14" "Experiments/Interventions" 0.648565595735253 0.156173761888606 0.648565595735253
