"study_ID" "type" "rgodHRother" "ma" "author_andor_study" "year" "Ntot" "ES" "SE" "unique" "citations" "countrycode" "jrnl_impact" "similarity" "N1" "N2" "remarks_N" "remarks_type" "remarks" "meta_nr" "typeWords" "Fisherz" "FisherzSE" "FisherzUncoined"
1082 2 4 "irwi" "Silverman" 2000 111 0.472090912 0.195263064 1 93 "CA" 2.866 0 46 65 NA NA NA "Meta-Analysis 47" "Group Differences" 0.230514821587394 0.0962250448649376 0.230514821587394
1083 2 4 "irwi" "Lovaglia" 1998 124 0.448433241 0.181848621 1 61 "US" 4.045 0 62 62 NA NA NA "Meta-Analysis 47" "Group Differences" 0.222379214585023 0.0909090909090909 0.222379214585023
1084 2 4 "jasi" "axelrod " 2006 65 1.047619048 0.265900146 1 48 "US" 1.583 1 36 29 NA NA NA "Meta-Analysis 48" "Group Differences" 0.499705453959226 0.127000127000191 0.499705453959226
1085 2 4 "jasi" "Babikian" 2006 122 0.988493695 0.192388272 1 92 "US" 1.583 1 66 56 NA NA NA "Meta-Analysis 48" "Group Differences" 0.474568683275446 0.0916698497028211 0.474568683275446
1086 2 4 "jasi" "Chafetz (sample A)" 2008 37 2.179449472 0.417502379 1 40 "US" 1.583 1 16 21 NA NA NA "Meta-Analysis 48" "Group Differences" 0.936642040397042 0.171498585142509 0.936642040397042
1087 2 4 "jasi" "Chafetz (sample B)" 2008 19 3.463040797 0.736061526 1 40 "US" 1.583 1 7 12 NA NA NA "Meta-Analysis 48" "Group Differences" 1.2857606391748 0.25 1.2857606391748
1088 2 4 "jasi" "Duncan" 2002 178 1.21005847 0.175202947 1 18 "US" 3.286 1 54 124 NA NA NA "Meta-Analysis 48" "Group Differences" 0.530976484886594 0.0755928946018454 0.530976484886594
1089 2 4 "jasi" "Etherton (sample A, KG)" 2006 68 1.113498874 0.261045093 1 35 "US" 2.8 1 32 36 NA NA NA "Meta-Analysis 48" "Group Differences" 0.530543480976623 0.124034734589208 0.530543480976623
1090 2 4 "jasi" "Etherton (sample B, Sim)" 2006 69 1.441270529 0.292336753 1 35 "US" 2.8 1 20 49 NA NA NA "Meta-Analysis 48" "Group Differences" 0.614488955532912 0.123091490979333 0.614488955532912
1091 2 4 "jasi" "Etherton" 2005 88 1.269536529 0.237900967 1 23 "US" 3.286 1 35 53 NA NA NA "Meta-Analysis 48" "Group Differences" 0.587043746800369 0.108465228909328 0.587043746800369
1092 2 4 "jasi" "Greiffenstein" 1994 73 1.896230214 0.284986235 1 324 "US" 2.84 NA 43 30 NA NA NA "Meta-Analysis 48" "Group Differences" 0.833166068274638 0.119522860933439 0.833166068274638
1093 2 4 "jasi" "Greiffenstein" 1995 121 1.479792751 0.206452202 1 NA "US" 1.583 NA 68 53 NA NA NA "Meta-Analysis 48" "Group Differences" 0.680450416827814 0.0920574617898323 0.680450416827814
1094 2 4 "jasi" "Heaton" 1978 32 0.923396069 0.371917756 1 239 "US" 5.228 NA 16 16 NA NA NA "Meta-Analysis 48" "Group Differences" 0.446693909730391 0.185695338177052 0.446693909730391
1095 2 4 "jasi" "Heinly" 2005 63 1.23952732 0.299952747 1 57 "US" 3.286 1 18 45 NA NA NA "Meta-Analysis 48" "Group Differences" 0.534190364182318 0.129099444873581 0.534190364182318
1096 2 4 "jasi" "Imman" 2002 45 1.019533907 0.317545512 1 48 "US" 1.921 1 21 24 NA NA NA "Meta-Analysis 48" "Group Differences" 0.488919942580028 0.154303349962092 0.488919942580028
1097 2 4 "jasi" "Iverson" 1994 60 2.920707422 0.382214292 1 77 "CA" 3.286 NA 40 20 NA NA NA "Meta-Analysis 48" "Group Differences" 1.12444331397711 0.132453235706504 1.12444331397711
1098 2 4 "jasi" "Iverson" 1996 40 2.529822128 0.424264069 1 78 "CA" 2.158 0 20 20 NA NA NA "Meta-Analysis 48" "Group Differences" 1.05687411541999 0.164398987305357 1.05687411541999
1099 2 4 "jasi" "Langeluddecke" 2003 75 1.235547599 0.264909769 1 33 "AU" 1.921 1 25 50 NA NA NA "Meta-Analysis 48" "Group Differences" 0.553711473424595 0.117851130197758 0.553711473424595
1100 2 4 "jasi" "Larrabee" 2003 36 1.385631 0.389443572 1 201 "US" 1.583 1 24 12 NA NA NA "Meta-Analysis 48" "Group Differences" 0.613899274409699 0.174077655955698 0.613899274409699
1101 2 4 "jasi" "Martin" 1996 121 1.054761251 0.196190603 1 40 "US" 2.158 1 51 70 NA NA NA "Meta-Analysis 48" "Group Differences" 0.499772061814521 0.0920574617898323 0.499772061814521
1102 2 4 "jasi" "Mathias" 2002 54 1.837318074 0.325970598 1 66 "US" 3.286 1 24 30 NA NA NA "Meta-Analysis 48" "Group Differences" 0.818476936080292 0.140028008402801 0.818476936080292
1103 2 4 "jasi" "Mittenberg" 1993 78 1.024679838 0.240858092 1 27 "US" 2.84 NA 39 39 NA NA NA "Meta-Analysis 48" "Group Differences" 0.492221656635022 0.115470053837925 0.492221656635022
1104 2 4 "jasi" "Mittenberg" 1995 134 1.025840628 0.183786348 1 98 "US" 1.234 1 67 67 NA NA NA "Meta-Analysis 48" "Group Differences" 0.492738142161913 0.0873704056661038 0.492738142161913
1105 2 4 "jasi" "Mittenberg" 2001 72 1.21235429 0.256442041 1 62 "US" 1.583 1 36 36 NA NA NA "Meta-Analysis 48" "Group Differences" 0.574114534327905 0.120385853085769 0.574114534327905
1106 2 4 "jasi" "Strauss" 2002 27 1.282520882 0.428800021 1 32 "CA" 1.921 1 11 16 NA NA NA "Meta-Analysis 48" "Group Differences" 0.594521870426189 0.204124145231932 0.594521870426189
1107 2 4 "jasi" "Suhr" 1997 51 1.019316063 0.304046691 1 71 "US" 2.158 1 31 20 NA NA NA "Meta-Analysis 48" "Group Differences" 0.479119734749239 0.144337567297406 0.479119734749239
1108 1 1 "jeps" "Naglieri" 2005 117 -0.151140436 0.093658581 1 35 "US" 1.921 1 58.5 58.5 "no information about condition size available" NA "Looks like WoS could not identify references with *** in front" "Meta-Analysis 49" "Correlational" 0.151140436 0.0936585811581694 -0.151140436
1109 1 1 "jeps" "Aylward" 1997 1280 0.161386696 0.027983662 1 18 "US" 3.286 1 640 640 "no information about condition size available" NA NA "Meta-Analysis 49" "Correlational" -0.161386696 0.0279836623104239 0.161386696
1110 1 1 "jeps" "Chae" 1999 40 -0.472230804 0.164398987 1 8 "KR" 0.566 1 20 20 "no information about condition size available" NA NA "Meta-Analysis 49" "Correlational" 0.472230804 0.164398987305357 -0.472230804
1111 2 4 "joya" "Stone" 2001 123 1.74 0.211771102 1 NA NA NA 1 63 60 NA NA NA "Meta-Analysis 50" "Group Differences" 0.786205905085138 0.0912870929175277 0.786205905085138
1112 2 4 "joya" "Schiffer" 2011 47 0.92 0.318058356 1 17 "DE" 3.15 1 30 17 NA NA NA "Meta-Analysis 50" "Group Differences" 0.428792550071684 0.150755672288882 0.428792550071684
1113 2 4 "joya" "Joyal" 2007 138 0.64 0.244864522 1 33 "CA" 2.28 1 20 118 NA NA NA "Meta-Analysis 50" "Group Differences" 0.22343404732776 0.086066296582387 0.22343404732776
1114 2 4 "joya" "Abracen" 1991 25 0.92 0.420932786 1 NA "CA" 0.616 1 12 13 NA "Thesis" NA "Meta-Analysis 50" "Group Differences" 0.444817277453225 0.21320071635561 0.444817277453225
1115 2 4 "joya" "Suchy" 2009 60 0.43 0.27666014 1 17 "US" 3.009 1 40 20 NA NA NA "Meta-Analysis 50" "Group Differences" 0.201340853421465 0.132453235706504 0.201340853421465
1116 2 4 "joya" "Kruger" 2011 48 0.42 0.29589151 1 13 "DE" 3.15 1 20 28 NA NA NA "Meta-Analysis 50" "Group Differences" 0.205610995982513 0.149071198499986 0.205610995982513
1117 2 4 "joya" "Miller" 1998 100 0.28 0.200977611 1 NA "US" NA NA 50 50 NA NA NA "Meta-Analysis 50" "Group Differences" 0.139546653905865 0.101534616513362 0.139546653905865
1118 2 4 "joya" "Eastvold" 2011 89 0.2 0.226658652 1 10 "US" 3.009 1 60 29 NA NA NA "Meta-Analysis 50" "Group Differences" 0.0936010336661975 0.107832773203438 0.0936010336661975
1119 2 4 "joya" "Dolan" 2002 47 0.31 0.296748003 1 22 "GB" 0.758 1 20 27 NA "Thesis" NA "Meta-Analysis 50" "Group Differences" 0.152677402490263 0.150755672288882 0.152677402490263
1120 2 4 "joya" "O'Carroll" 1989 22 0.45 0.431764351 1 NA "GB" NA 1 11 11 NA NA NA "Meta-Analysis 50" "Group Differences" 0.22314355131421 0.229415733870562 0.22314355131421
1121 2 4 "joya" "Quinsey" 1980 75 0.24 0.245731561 1 52 "CA" 2.111 0 50 25 NA NA NA "Meta-Analysis 50" "Group Differences" 0.112897105602895 0.117851130197758 0.112897105602895
1122 2 4 "joya" "Rubenstein" 1992 50 0.24 0.28385912 1 NA "US" NA NA 25 25 NA "Thesis" NA "Meta-Analysis 50" "Group Differences" 0.119713850398777 0.145864991497895 0.119713850398777
1123 2 4 "joya" "Cohen" 2010 137 0.15 0.17769741 1 4 "US" 1.349 1 50 87 NA "Book" NA "Meta-Analysis 50" "Group Differences" 0.072150373943372 0.086386842558136 0.072150373943372
1124 2 4 "joya" "Gillepsie" 2000 16 0.32 0.503189825 1 NA "GB" 0.766 1 8 8 NA NA NA "Meta-Analysis 50" "Group Differences" 0.159325079865316 0.277350098112615 0.159325079865316
1125 2 4 "joya" "Rimmer" 1998 40 0.21 0.317098171 1 NA "US" NA NA 20 20 NA NA NA "Meta-Analysis 50" "Group Differences" 0.104808013476227 0.164398987305357 0.104808013476227
1126 2 4 "joya" "Westergren" 2002 52 0.11 0.339728834 1 NA "US" NA NA 41 11 NA NA NA "Meta-Analysis 50" "Group Differences" 0.0449088197257143 0.142857142857143 0.0449088197257143
1127 2 4 "joya" "Cohen" 2002 46 0.02 0.295170391 1 50 "US" 1.347 1 22 24 NA NA NA "Meta-Analysis 50" "Group Differences" 0.00999037754627348 0.152498570332605 0.00999037754627348
1128 2 4 "joya" "Tarter" 1983 42 -0.34 0.329422294 1 37 "US" 1.812 1 14 28 NA "Bookchapter" NA "Meta-Analysis 50" "Group Differences" -0.159599125308016 0.160128153805087 -0.159599125308016
1129 2 4 "joya" "Veneziano" 2004 120 -0.18 0.182943525 1 14 "US" 0.521 1 60 60 NA NA NA "Meta-Analysis 50" "Group Differences" -0.0898789407439468 0.0924500327042049 -0.0898789407439468
1130 2 4 "joya" "Langevin" 1985 86 0.58 0.227429841 1 NA "CA" NA NA 32 54 NA NA NA "Meta-Analysis 50" "Group Differences" 0.276802242378832 0.10976425998969 0.276802242378832
1131 3 4 "karc" "Braun" 2000 28 0.26 0.68 1 NA "DE" NA NA 14 14 NA NA NA "Meta-Analysis 51" "Experiments/Interventions" 0.12963659033633 0.2 0.12963659033633
1132 3 4 "karc" "Galbiati" 2009 65 0.13 0.36 1 23 "IT" 3.425 0 40 25 NA NA NA "Meta-Analysis 51" "Experiments/Interventions" 0.0632034652156848 0.127000127000191 0.0632034652156848
1133 3 4 "karc" "Jaeggi" 2011 62 0.07 0.32 1 115 "US" 9.809 1 32 30 NA NA NA "Meta-Analysis 51" "Experiments/Interventions" 0.034974654306071 0.130188910980824 0.034974654306071
1134 3 4 "karc" "Kozulin" 2010 148 0.2 0.25 1 4 "BE" 2.735 1 99 49 NA NA NA "Meta-Analysis 51" "Experiments/Interventions" 0.0939820208766703 0.08304547985374 0.0939820208766703
1135 3 4 "karc" "Lauth" 1996 27 0.2 0.54 1 12 "DE" 1.185 1 14 13 NA NA NA "Meta-Analysis 51" "Experiments/Interventions" 0.0997658085262188 0.204124145231932 0.0997658085262188
1136 3 4 "karc" "Lauth" 2006 38 1.25 0.54 1 4 "DE" 3.518 1 23 15 NA NA NA "Meta-Analysis 51" "Experiments/Interventions" 0.578228107173238 0.169030850945703 0.578228107173238
1137 3 4 "karc" "Sonntag" 2004 39 0.54 0.51 1 7 "DE" 0.951 1 20 19 NA NA NA "Meta-Analysis 51" "Experiments/Interventions" 0.266736962891956 0.166666666666667 0.266736962891956
1138 2 4 "kars" "ClarksonA " 1980 28 -0.21 0.379004806 1 85 "NZ" 14.948 NA 14 14 "number of participants per group calculated with total number of participants per study" NA NA "Meta-Analysis 52" "Group Differences" 0.104808013476227 0.2 -0.104808013476227
1139 2 4 "kars" "ClarksonB" 1980 26 -0.57 0.400117771 1 85 "NZ" 14.948 NA 13 13 "number of participants per group calculated with total number of participants per study" NA NA "Meta-Analysis 52" "Group Differences" 0.28127637161931 0.208514414057075 -0.28127637161931
1140 2 4 "kars" "ClarksonC" 1980 14 0.07 0.534686156 1 85 "NZ" 14.948 NA 7 7 "number of participants per group calculated with total number of participants per study" NA NA "Meta-Analysis 52" "Group Differences" -0.0349928581029374 0.301511344577764 0.0349928581029374
1141 2 4 "kars" "ClarksonD " 1980 40 -0.39 0.319219752 1 85 "NZ" 14.948 NA 20 20 "number of participants per group calculated with total number of participants per study" NA NA "Meta-Analysis 52" "Group Differences" 0.193784867221876 0.164398987305357 -0.193784867221876
1142 2 4 "kars" "DeMasoA" 1980 126 -0.24 0.178814438 1 58 "US" 2.353 0 63 63 "number of participants per group calculated with total number of participants per study" NA NA "Meta-Analysis 52" "Group Differences" 0.119713850398777 0.0901669634667432 -0.119713850398777
1143 2 4 "kars" "DeMasoB" 1980 140 -0.44 0.171063898 1 58 "US" 2.353 0 70 70 "number of participants per group calculated with total number of participants per study" NA NA "Meta-Analysis 52" "Group Differences" 0.218262907439882 0.0854357657716761 -0.218262907439882
1144 2 4 "kars" "Dunbar-Masterson" 2001 310 -0.19 0.113848371 1 10 "US" 14.948 NA 155 155 "number of participants per group calculated with total number of participants per study" NA NA "Meta-Analysis 52" "Group Differences" 0.0948576814038145 0.057073014553535 -0.0948576814038145
1145 2 4 "kars" "Ellerbeck" 1998 110 -0.52 0.19388844 1 41 "US" 2.353 1 55 55 "number of participants per group calculated with total number of participants per study" NA NA "Meta-Analysis 52" "Group Differences" 0.257156348513015 0.0966736489045664 -0.257156348513015
1146 2 4 "kars" "ForbessA" 2002 68 -0.64 0.248667035 1 45 "US" 3.991 1 34 34 "number of participants per group calculated with total number of participants per study" NA NA "Meta-Analysis 52" "Group Differences" 0.31477598001879 0.124034734589208 -0.31477598001879
1147 2 4 "kars" "ForbessB" 2002 418 -0.12 0.097911199 1 45 "US" 3.991 1 209 209 "number of participants per group calculated with total number of participants per study" NA NA "Meta-Analysis 52" "Group Differences" 0.0599640581953339 0.0490880693673816 -0.0599640581953339
1148 2 4 "kars" "GoldbergA" 2000 50 -0.37 0.28525252 1 3 "US" 3.736 NA 25 25 "number of participants per group calculated with total number of participants per study" NA NA "Meta-Analysis 52" "Group Differences" 0.183960658083038 0.145864991497895 -0.183960658083038
1149 2 4 "kars" "GoldbergB" 2000 46 0.43 0.298272198 1 3 "US" 3.736 NA 23 23 "number of participants per group calculated with total number of participants per study" NA NA "Meta-Analysis 52" "Group Differences" -0.213377140086069 0.152498570332605 0.213377140086069
1150 2 4 "kars" "HanedaA" 1996 28 0.25 0.379438024 1 22 "JP" NA 1 14 14 "number of participants per group calculated with total number of participants per study" NA NA "Meta-Analysis 52" "Group Differences" -0.124676746921443 0.2 0.124676746921443
1151 2 4 "kars" "HanedaB" 1996 98 -0.26 0.202882292 1 22 "JP" NA 1 49 49 "number of participants per group calculated with total number of participants per study" NA NA "Meta-Analysis 52" "Group Differences" 0.12963659033633 0.102597835208515 -0.12963659033633
1152 2 4 "kars" "HanedaC" 1996 14 0.78 0.554475299 1 22 "JP" NA 1 7 7 "number of participants per group calculated with total number of participants per study" NA NA "Meta-Analysis 52" "Group Differences" -0.380734623641985 0.301511344577764 0.380734623641985
1153 2 4 "kars" "HanedaD" 1996 14 0.8 0.55549206 1 22 "JP" NA 1 7 7 "number of participants per group calculated with total number of participants per study" NA "reported as <0,01" "Meta-Analysis 52" "Group Differences" -0.390035319770715 0.301511344577764 0.390035319770715
1154 2 4 "kars" "HanedaE" 1996 10 0.4 0.638748777 1 22 "JP" NA 1 5 5 "number of participants per group calculated with total number of participants per study" NA NA "Meta-Analysis 52" "Group Differences" -0.198690110349241 0.377964473009227 0.198690110349241
1155 2 4 "kars" "HanedaF" 1996 10 -0.25 0.634921255 1 22 "JP" NA 1 5 5 "number of participants per group calculated with total number of participants per study" NA NA "Meta-Analysis 52" "Group Differences" 0.124676746921443 0.377964473009227 -0.124676746921443
1156 2 4 "kars" "HanedaG" 1996 24 0.01 0.408250842 1 22 "JP" NA 1 12 12 "number of participants per group calculated with total number of participants per study" NA NA "Meta-Analysis 52" "Group Differences" -0.00499997916690098 0.218217890235992 0.00499997916690098
1157 2 4 "kars" "HeszA" 1988 20 -0.57 0.45620445 1 23 "GB" 2.905 1 10 10 "number of participants per group calculated with total number of participants per study" NA NA "Meta-Analysis 52" "Group Differences" 0.28127637161931 0.242535625036333 -0.28127637161931
1158 2 4 "kars" "HeszB" 1988 16 -0.07 0.500153102 1 23 "GB" 2.905 1 8 8 "number of participants per group calculated with total number of participants per study" NA NA "Meta-Analysis 52" "Group Differences" 0.0349928581029374 0.277350098112615 -0.0349928581029374
1159 2 4 "kars" "Hövels-Gürich" 1997 154 -0.06 0.161200851 1 89 "DE" 3.991 1 77 77 "number of participants per group calculated with total number of participants per study" NA NA "Meta-Analysis 52" "Group Differences" 0.0299955018215243 0.0813788458771159 -0.0299955018215243
1160 2 4 "kars" "Ikle" 2003 26 -0.82 0.408383304 1 38 "US" 3.736 1 13 13 "number of participants per group calculated with total number of participants per study" NA NA "Meta-Analysis 52" "Group Differences" 0.399304001055924 0.208514414057075 -0.399304001055924
1161 2 4 "kars" "Jedlicka-Köhler" 1987 26 0.27 0.394015326 1 3 "AT" NA NA 13 13 "number of participants per group calculated with total number of participants per study" NA NA "Meta-Analysis 52" "Group Differences" -0.134593264488774 0.208514414057075 0.134593264488774
1162 2 4 "kars" "Karl" 2004 148 0.14 0.164600253 1 69 "US" 3.991 1 74 74 "number of participants per group calculated with total number of participants per study" NA "reported as <0,01" "Meta-Analysis 52" "Group Differences" -0.0699429590194018 0.08304547985374 0.0699429590194018
1163 2 4 "kars" "Kern" 1998 28 -1.32 0.417098824 1 68 "US" 5.297 1 14 14 "number of participants per group calculated with total number of participants per study" NA "reported as <0,01" "Meta-Analysis 52" "Group Differences" 0.619589583723484 0.2 -0.619589583723484
1164 2 4 "kars" "Mahle" 2000 56 -1.02 0.284108883 1 181 "US" 5.297 1 28 28 "number of participants per group calculated with total number of participants per study" NA NA "Meta-Analysis 52" "Group Differences" 0.490138161436235 0.137360563948689 -0.490138161436235
1165 2 4 "kars" "OatesA" 1995 60 0.01 0.258200503 1 38 "AU" 2.905 1 30 30 "number of participants per group calculated with total number of participants per study" NA NA "Meta-Analysis 52" "Group Differences" -0.00499997916690098 0.132453235706504 0.00499997916690098
1166 2 4 "kars" "OatesB" 1995 102 0.01 0.198030746 1 38 "AU" 2.905 1 51 51 "number of participants per group calculated with total number of participants per study" NA NA "Meta-Analysis 52" "Group Differences" -0.00499997916690098 0.100503781525921 0.00499997916690098
1167 2 4 "kars" "OatesC" 1995 66 0.15 0.246528934 1 38 "AU" 2.905 1 33 33 "number of participants per group calculated with total number of participants per study" NA NA "Meta-Analysis 52" "Group Differences" -0.0749298648848773 0.125988157669742 0.0749298648848773
1168 2 4 "kars" "OatesC" 1995 108 0.07 0.192509019 1 38 "AU" 2.905 1 54 54 "number of participants per group calculated with total number of participants per study" NA NA "Meta-Analysis 52" "Group Differences" -0.0349928581029374 0.0975900072948533 0.0349928581029374
1169 2 4 "kars" "O'Dougherry" 1985 62 -0.01 0.254001841 1 38 "US" 8.303 NA 31 31 "number of participants per group calculated with total number of participants per study" NA NA "Meta-Analysis 52" "Group Differences" 0.00499997916690104 0.130188910980824 -0.00499997916690104
1170 2 4 "kars" "Stavinoha" 2003 36 -0.44 0.337342556 1 14 "US" 14.948 1 18 18 "number of participants per group calculated with total number of participants per study" NA NA "Meta-Analysis 52" "Group Differences" 0.218262907439882 0.174077655955698 -0.218262907439882
1171 2 4 "kars" "TindallA" 1999 18 -0.63 0.48295675 1 7 "US" 2.67 1 9 9 "number of participants per group calculated with total number of participants per study" NA NA "Meta-Analysis 52" "Group Differences" 0.310010416495237 0.258198889747161 -0.310010416495237
1172 2 4 "kars" "TindallB" 1999 26 -0.36 0.395396588 1 7 "US" 2.67 1 13 13 "number of participants per group calculated with total number of participants per study" NA NA "Meta-Analysis 52" "Group Differences" 0.179041904333766 0.208514414057075 -0.179041904333766
1173 2 4 "kars" "UtensA" 1993 34 -0.16 0.343545527 1 77 "NL" 5.428 1 17 17 "number of participants per group calculated with total number of participants per study" NA NA "Meta-Analysis 52" "Group Differences" 0.0799149114944968 0.179605302026775 -0.0799149114944968
1174 2 4 "kars" "UtensB" 1993 78 0.39 0.228598012 1 77 "NL" 5.428 1 39 39 "number of participants per group calculated with total number of participants per study" NA NA "Meta-Analysis 52" "Group Differences" -0.193784867221876 0.115470053837925 0.193784867221876
1175 2 4 "kars" "UtensC" 1993 46 0.56 0.300608079 1 77 "NL" 5.428 1 23 23 "number of participants per group calculated with total number of participants per study" NA NA "Meta-Analysis 52" "Group Differences" -0.276464691365661 0.152498570332605 0.276464691365661
1176 2 4 "kars" "UtensD" 1993 64 -0.13 0.250263923 1 77 "NL" 5.428 1 32 32 "number of participants per group calculated with total number of participants per study" NA NA "Meta-Analysis 52" "Group Differences" 0.0649543159702414 0.128036879932896 -0.0649543159702414
1177 2 4 "kars" "UtensE" 1993 14 -0.02 0.534535847 1 77 "NL" 5.428 1 7 7 "number of participants per group calculated with total number of participants per study" NA NA "Meta-Analysis 52" "Group Differences" 0.00999983334083285 0.301511344577764 -0.00999983334083285
1178 2 4 "kars" "UtensA" 2001 70 0.13 0.239298081 1 9 "NL" 0.857 1 35 35 "number of participants per group calculated with total number of participants per study" NA NA "Meta-Analysis 52" "Group Differences" -0.0649543159702415 0.122169444356305 0.0649543159702415
1179 2 4 "kars" "UtensB" 2001 30 0.23 0.366353654 1 9 "NL" 0.857 1 15 15 "number of participants per group calculated with total number of participants per study" NA NA "Meta-Analysis 52" "Group Differences" -0.114748017581985 0.192450089729875 0.114748017581985
1180 2 4 "kars" "Uzark" 1998 64 -0.18 0.250505738 1 48 "US" 5.297 1 32 32 "number of participants per group calculated with total number of participants per study" NA NA "Meta-Analysis 52" "Group Differences" 0.0898789407439468 0.128036879932896 -0.0898789407439468
1181 2 4 "kars" "ViscontiA" 1999 52 0.27 0.278610909 1 3 "US" 14.948 NA 26 26 "number of participants per group calculated with total number of participants per study" NA NA "Meta-Analysis 52" "Group Differences" -0.134593264488774 0.142857142857143 0.134593264488774
1182 2 4 "kars" "ViscontiB" 1999 38 0.59 0.331426343 1 3 "US" 14.948 NA 19 19 "number of participants per group calculated with total number of participants per study" NA NA "Meta-Analysis 52" "Group Differences" -0.290880634684532 0.169030850945703 0.290880634684532
1183 2 4 "kars" "WernovskyA" 2000 40 -0.48 0.320749123 1 115 "US" 14.948 1 20 20 "number of participants per group calculated with total number of participants per study" NA NA "Meta-Analysis 52" "Group Differences" 0.2377537491524 0.164398987305357 -0.2377537491524
1184 2 4 "kars" "WernovskyB" 2000 146 -0.22 0.166021124 1 115 "US" 14.948 1 73 73 "number of participants per group calculated with total number of participants per study" NA NA "Meta-Analysis 52" "Group Differences" 0.109779365920543 0.0836242010007091 -0.109779365920543
1185 2 4 "kars" "WrayA" 2001 34 -0.24 0.344229745 1 47 "GB" 6.023 1 17 17 "number of participants per group calculated with total number of participants per study" NA NA "Meta-Analysis 52" "Group Differences" 0.119713850398777 0.179605302026775 -0.119713850398777
1186 2 4 "kars" "WrayB" 2001 60 1.22 0.281193883 1 47 "GB" 6.023 1 30 30 "number of participants per group calculated with total number of participants per study" NA NA "Meta-Analysis 52" "Group Differences" -0.57738089164915 0.132453235706504 0.57738089164915
1187 2 4 "kars" "Wright" 1994 58 -0.41 0.265357599 1 54 "AU" 2.905 1 29 29 "number of participants per group calculated with total number of participants per study" NA NA "Meta-Analysis 52" "Group Differences" 0.203590639225979 0.134839972492648 -0.203590639225979
1188 1 1 "kavs" "Fagan & Singer" 1983 25 0.376885901 0.213200716 1 166 "US" NA NA 12.5 12.5 "no information about condition size available" NA NA "Meta-Analysis 53" "Correlational" 0.376885901 0.21320071635561 0.376885901
1189 1 1 "kavs" "Fagan & Detterman" 1992 149 0.376885901 0.082760589 1 61 "US" 1.373 NA 74.5 74.5 "no information about condition size available" NA NA "Meta-Analysis 53" "Correlational" 0.376885901 0.0827605888602368 0.376885901
1190 1 1 "kavs" "Rose & Wallace 1985a" 1985 25 0.411800034 0.213200716 1 45 "US" 3.782 NA 12.5 12.5 "no information about condition size available" "Bookchapter" NA "Meta-Analysis 53" "Correlational" 0.411800034 0.21320071635561 0.411800034
1191 1 1 "kavs" "Rose & Feldman" 1995 39 0.484700279 0.166666667 1 98 "US" 3.782 1 19.5 19.5 "no information about condition size available" "Bookchapter" NA "Meta-Analysis 53" "Correlational" 0.484700279 0.166666666666667 0.484700279
1192 1 1 "kavs" "Thompson, Fagan, & Fulker" 1991 98 0.255412812 0.102597835 1 60 "US" 4.235 1 49 49 "no information about condition size available" NA NA "Meta-Analysis 53" "Correlational" 0.255412812 0.102597835208515 0.255412812
1193 1 1 "kavs" "Caron, Caron, & Glass" 1983 16 0.234189467 0.277350098 1 NA "US" NA NA 8 8 "no information about condition size available" NA NA "Meta-Analysis 53" "Correlational" 0.234189467 0.277350098112615 0.234189467
1194 1 1 "kavs" "Yarrow, Klein, Lomonaco, & Morgan" 1975 39 0.365443754 0.166666667 1 12 NA NA NA 19.5 19.5 "no information about condition size available" NA "disordered samples" "Meta-Analysis 53" "Correlational" 0.365443754 0.166666666666667 0.365443754
1195 1 1 "kavs" "DiLalla et al." 1990 51 0.298566264 0.144337567 1 103 "US" 3.782 1 25.5 25.5 "no information about condition size available" NA "disordered samples" "Meta-Analysis 53" "Correlational" 0.298566264 0.144337567297406 0.298566264
1196 1 1 "kavs" "Andersson" 1996 86 0.202732554 0.10976426 1 15 "NO" 0.402 1 43 43 "no information about condition size available" NA "disordered samples" "Meta-Analysis 53" "Correlational" 0.202732554 0.10976425998969 0.202732554
1197 1 1 "kavs" "Rose & Wallace 1985b" 1985 19 0.632833187 0.25 1 85 "US" 4.235 NA 9.5 9.5 "no information about condition size available" "Bookchapter" "disordered samples" "Meta-Analysis 53" "Correlational" 0.632833187 0.25 0.632833187
1198 1 1 "kavs" "Rose & Wallace 1985a" 1985 21 0.758173745 0.23570226 1 45 "US" 3.782 NA 10.5 10.5 "no information about condition size available" "Bookchapter" "disordered samples" "Meta-Analysis 53" "Correlational" 0.758173745 0.235702260395516 0.758173745
1199 1 1 "kavs" "Rose & Feldman" 1995 36 0.411800034 0.174077656 1 98 "US" 3.782 1 18 18 "no information about condition size available" NA "disordered samples" "Meta-Analysis 53" "Correlational" 0.411800034 0.174077655955698 0.411800034
1200 1 1 "kavs" "Fagan, Singer, & Montie" 1985 20 0.59014516 0.242535625 1 NA "US" NA NA 10 10 "no information about condition size available" NA "disordered samples" "Meta-Analysis 53" "Correlational" 0.59014516 0.242535625036333 0.59014516
1201 1 1 "kavs" "Fagan & Montie" 1988 128 0.536060337 0.089442719 1 NA "US" NA NA 64 64 "no information about condition size available" "Bookchapter" "disordered samples" "Meta-Analysis 53" "Correlational" 0.536060337 0.0894427190999916 0.536060337
1202 1 1 "kavs" "Fagan & Detterman" 1992 31 0.484700279 0.188982237 1 61 "US" 1.373 NA 15.5 15.5 "no information about condition size available" NA "YEAR CORRECTED" "Meta-Analysis 53" "Correlational" 0.484700279 0.188982236504614 0.484700279
